SalesPrice,MSZoning,LotFrontage,LotArea,GrLivArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,pool,OverallQual,OverallCond,YearBuilt,YearRemodAdd,FullBath,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MiscVal,Furnished,TotalSqFt
215300,RL,50,7000,1310,Reg,Corner,Tistin,Artery,1Fam,1.5Fin,no,6,6,1924,1950,2,1,TA,0,1,398,0,0,yes,1927
237300,RM,50,6000,1103,Reg,Inside,Tistin,Artery,1Fam,1Story,no,6,6,1925,1980,1,1,Gd,1,2,440,120,0,yes,2206
191000,RM,50,6000,1348,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,8,1925,1997,1,1,TA,1,1,216,0,0,yes,2232
432200,RM,50,6000,904,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,yes,6,7,1926,2004,1,1,TA,0,1,180,0,0,yes,1788
336200,RM,50,5500,1316,Reg,Corner,Tistin,Norm,1Fam,1.5Fin,yes,5,7,1929,2001,1,1,TA,0,2,484,0,0,yes,1852
206400,RM,50,6000,1158,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,6,7,1929,1950,1,1,TA,1,1,208,0,0,yes,2020
190900,RM,50,9100,935,Reg,Inside,Lafield,RRAn,1Fam,1Story,no,5,6,1930,1960,1,1,TA,0,1,308,0,600,yes,1521
238400,RM,50,6000,1324,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,6,1936,1950,1,1,TA,0,1,240,0,0,yes,1996
196800,RM,50,8765,951,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,6,1936,1950,1,1,TA,0,1,327,28,0,yes,1902
221900,RM,50,8600,1376,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1937,1950,2,1,TA,1,1,198,0,0,yes,2156
230600,RM,50,9000,1375,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1937,1950,1,1,Gd,1,1,544,162,0,yes,2155
178500,RM,50,5925,1131,Reg,Inside,Tistin,Norm,1Fam,1Story,no,4,7,1937,2000,1,1,TA,0,2,672,72,0,yes,2038
244700,RM,50,6000,1176,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,9,1937,2000,1,1,TA,0,2,624,0,0,no,1874
308800,RL,50,6305,954,Reg,Inside,Enstol,Norm,1Fam,1Story,no,5,7,1938,1950,1,1,Fa,1,1,240,0,0,yes,1874
145500,RM,50,5784,886,Reg,Inside,Tistin,Artery,1Fam,1Story,no,5,8,1938,1996,1,1,TA,0,1,273,20,0,yes,1076
177600,RM,50,6060,1123,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1939,1950,1,1,TA,0,1,264,0,0,yes,1855
220700,RL,50,7420,1077,Reg,Corner,Lafield,Artery,2fmCon,1.5Unf,no,5,6,1939,1950,1,2,TA,2,1,205,4,0,no,2068
221700,RM,50,6000,1412,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1939,1950,1,1,TA,1,1,280,0,0,yes,2192
179600,RL,50,5330,708,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,7,1940,1950,1,1,Fa,0,0,0,0,0,yes,1128
263100,RL,50,9340,672,Reg,Inside,Tistin,Norm,1Fam,1Story,yes,4,6,1941,1950,1,1,TA,0,1,234,113,0,yes,1344
179000,RM,50,5000,803,Reg,Inside,Lafield,RRAe,1Fam,1.5Unf,no,5,6,1941,1950,1,1,TA,0,2,360,0,0,yes,1523
195000,RL,50,8405,1529,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,4,3,1945,1950,2,1,TA,0,1,240,0,0,yes,1529
135800,RL,50,5000,334,Reg,Inside,Lafield,Norm,1Fam,1Story,no,1,3,1946,1950,1,1,Fa,0,0,0,0,0,yes,334
206100,RM,50,3500,1284,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,7,1947,1950,1,1,TA,0,1,240,35,0,yes,2004
312900,RM,50,5000,1664,Reg,Corner,Lafield,Feedr,1Fam,1.5Fin,no,6,7,1947,1950,2,1,TA,2,2,420,24,0,yes,2668
329800,RL,50,9405,698,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,9,1947,2008,1,1,TA,0,0,0,200,0,yes,1396
210100,RL,50,7585,1456,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,5,3,1948,1950,1,1,TA,1,1,280,0,0,yes,2266
227400,RM,50,6000,789,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,5,1948,1950,1,1,TA,0,1,250,0,0,yes,1578
211900,RM,50,8635,1285,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,5,1948,2001,1,1,TA,0,1,240,0,0,yes,1957
233900,RL,50,8000,972,Reg,Inside,Kence,Norm,1Fam,1Story,no,6,6,1948,2002,1,1,TA,1,1,240,0,0,yes,1944
184300,RM,50,6000,1183,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,3,7,1948,2002,1,1,TA,0,1,308,176,0,yes,1832
93800,C (all),50,9000,480,Reg,Inside,Lafield,Norm,1Fam,1Story,no,2,3,1949,1950,0,1,TA,0,1,308,0,0,yes,960
169900,RM,50,6000,1387,Reg,Inside,Tistin,Norm,2fmCon,1.5Fin,no,5,4,1954,1954,2,2,Gd,0,1,256,0,0,no,2198
158500,RM,50,6000,901,Reg,Corner,Tistin,Norm,1Fam,1Story,no,4,7,1954,2000,1,1,TA,0,1,281,0,0,yes,1802
207500,RM,50,6000,928,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,6,1957,1957,1,1,TA,0,1,288,0,0,yes,1856
347200,RL,50,7207,858,IR1,Inside,Lafield,Norm,1Fam,1Story,no,5,7,1958,2008,1,1,TA,0,0,0,0,0,yes,1716
463200,RL,50,35133,1572,Reg,Inside,Todon,Norm,1Fam,1Story,no,5,4,1963,1963,1,1,TA,2,3,995,263,0,no,3144
235200,RL,50,8012,923,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1980,1980,2,1,TA,1,1,264,0,0,no,1846
172900,RL,50,7175,752,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1984,1984,1,1,TA,0,1,264,0,0,no,1496
376200,RL,50,8049,1339,IR1,CulDSac,Todon,Norm,1Fam,1Story,no,7,5,1990,1990,2,1,TA,1,2,484,58,0,yes,2648
272400,RL,50,8012,1575,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1992,1992,2,1,Gd,0,2,529,0,0,no,3150
388600,RL,50,8012,1617,Reg,Inside,Kence,Norm,TwnhsE,1Story,yes,6,5,1993,1994,2,1,Gd,1,2,533,69,0,no,3221
502900,FV,50,5119,1709,IR1,CulDSac,Todon,Norm,TwnhsE,1Story,no,9,5,1999,2000,2,1,Gd,1,2,506,65,0,yes,3407
584500,RL,50,14859,1670,IR1,CulDSac,Hephis,Norm,1Fam,1Story,no,7,5,2006,2006,2,1,Gd,1,3,690,60,0,no,3340
363600,RM,51,6120,1513,Reg,Inside,Lafield,Norm,1Fam,2Story,no,5,8,1920,2004,1,1,TA,0,1,180,0,0,yes,2452
331100,RL,51,9842,2601,Reg,Inside,Tistin,Feedr,1Fam,2Story,no,5,6,1921,1998,3,1,TA,0,2,621,0,0,yes,3213
143800,RL,51,5900,869,IR1,Inside,Lafield,Norm,1Fam,1Story,no,4,7,1923,1958,1,1,Fa,0,0,0,0,0,no,1309
243500,RL,51,6171,1608,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,6,6,1925,1990,2,1,Gd,1,1,216,16,0,yes,2584
160500,RM,51,6120,1015,Reg,Inside,Lafield,Norm,1Fam,1Story,no,5,7,1925,1950,1,1,TA,0,1,450,0,620,no,1783
236700,RM,51,6120,854,Reg,Corner,Lafield,Norm,1Fam,1.5Unf,no,7,8,1929,2001,1,1,TA,0,2,576,112,0,yes,1686
270700,RM,51,6120,1774,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,7,5,1931,1950,2,2,TA,2,2,468,0,0,yes,2726
201400,RM,51,6120,875,Reg,Corner,Lafield,Norm,1Fam,1Story,no,5,7,1931,1993,1,1,TA,0,1,180,0,0,yes,1590
226000,RM,51,6120,1573,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,7,1935,1995,1,1,Gd,0,1,240,0,0,yes,2457
137300,RM,51,6120,800,Reg,Inside,Lafield,Norm,1Fam,1Story,no,2,3,1936,1950,1,1,Fa,1,0,0,0,0,yes,1064
317900,RL,51,10480,1639,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,yes,6,5,1936,1950,1,1,TA,0,1,240,0,0,yes,2230
252500,RM,51,6120,1539,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,6,1936,1950,1,1,TA,0,2,576,0,0,yes,2466
189300,RL,51,4712,1230,IR1,Inside,Lafield,Feedr,1Fam,1.5Fin,no,4,7,1946,1950,1,1,TA,0,1,305,57,0,yes,1977
508200,RL,51,13517,1479,IR1,CulDSac,Tistin,RRAe,1Fam,2Story,yes,6,8,1976,2005,2,1,Gd,0,2,475,44,0,yes,2204
358300,RL,51,10970,1026,IR1,Inside,Enstol,Norm,1Fam,SLvl,no,6,6,1978,1978,1,1,TA,0,2,576,0,0,yes,1966
260600,RM,51,4500,1224,Reg,FR2,Kence,Norm,TwnhsE,1Story,no,6,5,1999,1999,2,1,TA,0,2,402,304,0,no,2448
455200,RL,51,8029,1456,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,5,2005,2005,2,1,Gd,0,2,400,24,0,yes,2184
456200,RL,51,3635,1569,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2007,2007,2,1,Gd,1,3,660,20,0,no,2955
338000,RL,52,9022,792,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,8,1924,2006,1,1,Gd,0,1,240,0,0,no,1560
201400,RM,52,6240,1208,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1925,1950,1,1,TA,0,2,539,23,0,yes,1628
176700,RL,52,5825,747,IR1,Inside,Lafield,Norm,1Fam,1Story,no,4,5,1926,1953,1,1,TA,0,2,528,0,0,yes,1347
266900,RM,52,6240,1576,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,6,1928,1950,1,1,TA,1,1,225,0,0,yes,2618
214000,RL,52,6292,1477,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,7,7,1928,1950,2,1,TA,1,1,216,50,0,no,2338
225200,RM,52,9439,1248,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,5,1930,1950,1,1,TA,0,1,160,0,0,yes,2160
3168800,RL,52,6292,790,Reg,Inside,Tistin,Norm,1Fam,1Story,no,6,5,1930,1950,1,1,TA,0,1,160,141,0,yes,1558
290700,RM,52,6240,1573,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,7,1930,1992,2,1,TA,1,2,360,0,0,yes,2651
236600,RM,52,6240,1367,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1931,1950,1,1,TA,1,1,560,0,0,yes,2251
237500,RM,52,6240,1176,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1934,1950,1,1,TA,1,2,528,0,400,yes,1632
2136500,RM,52,5720,1131,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,5,6,1941,1950,1,1,TA,0,1,200,0,0,yes,1807
254900,RL,52,8741,1487,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,6,4,1945,1950,1,1,TA,1,1,220,140,0,yes,2222
133900,RM,52,6240,912,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1947,1950,1,1,TA,0,0,0,0,0,no,912
200000,RH,52,8900,1056,Reg,Inside,Kence,Norm,1Fam,1Story,no,4,4,1966,1966,1,1,TA,0,1,384,42,0,yes,2112
172400,RL,52,6173,902,IR1,Inside,Tistin,Norm,1Fam,1Story,no,5,6,1967,1967,1,1,TA,0,1,288,0,0,no,1778
434800,RL,52,5062,2090,IR1,CulDSac,Buver,Norm,TwnhsE,2Story,no,7,5,1984,1984,2,1,Gd,1,2,577,0,0,no,3280
372800,RL,52,10832,1895,IR1,Corner,Hephis,Norm,1Fam,2Story,no,7,5,1994,1996,2,1,Gd,1,2,409,46,500,yes,2607
893500,RL,52,46589,2448,IR2,CulDSac,Buver,Norm,1Fam,2Story,no,8,7,1994,2005,2,1,Gd,1,3,711,76,0,yes,4077
448300,RL,53,5362,1250,Reg,Corner,Enstol,Norm,1Fam,1.5Fin,no,5,6,1910,2003,2,1,TA,1,2,552,0,0,no,1911
648500,RL,53,10918,2080,Reg,Inside,Enstol,Norm,1Fam,2Story,yes,7,9,1926,2004,1,1,Gd,2,1,282,0,0,yes,3356
770900,RL,53,14100,3447,IR1,Inside,Enstol,Norm,1Fam,1.5Fin,no,8,9,1935,1997,3,1,Gd,2,3,1014,12,0,yes,4175
467000,RL,53,7128,1646,Reg,Inside,Enstol,Norm,1Fam,2.5Unf,yes,7,5,1941,1950,2,1,TA,2,1,240,0,0,no,2564
245900,RL,53,4043,1069,Reg,Inside,Tane,Norm,TwnhsE,1Story,no,6,6,1977,1977,2,1,TA,0,2,440,55,0,no,2138
434200,RL,53,16659,2263,IR1,Corner,Hephis,PosA,1Fam,2Story,no,7,7,1977,1994,2,1,Gd,1,2,539,250,0,no,3058
304000,RL,53,8063,1690,Reg,Inside,Hephis,Norm,1Fam,2Story,no,6,5,2000,2000,2,1,TA,1,2,463,48,0,no,2614
558100,RL,53,11000,2285,Reg,FR2,Buver,Norm,1Fam,2Story,no,8,5,2000,2000,2,1,Gd,1,3,648,56,0,yes,3254
533800,RL,53,3196,1557,Reg,Inside,Flona,Norm,TwnhsE,1Story,yes,7,5,2003,2004,2,1,Gd,1,2,420,20,0,no,2931
425500,RM,53,4438,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,no,6,5,2004,2004,1,1,Gd,1,2,420,0,0,no,1696
557600,RL,53,3982,1567,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,8,5,2006,2006,2,1,Ex,1,3,648,0,0,yes,3087
549100,RL,53,4045,1500,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2006,2,1,Gd,1,3,648,20,0,no,2856
463000,RL,53,3922,1258,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2007,2,1,Gd,1,3,648,16,0,no,2516
457000,RL,53,3922,1402,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2007,0,1,Gd,1,3,648,16,0,no,2660
458500,RL,53,3684,1555,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2007,2007,2,1,Gd,1,3,660,20,0,no,2928
188300,RL,54,6342,1020,Reg,Inside,Tistin,Feedr,1Fam,1.5Fin,no,5,8,1875,1996,1,1,TA,0,0,0,0,0,yes,1800
374400,RL,54,7588,1802,Reg,Inside,Enstol,Norm,1Fam,2Story,no,7,6,1920,1950,1,1,TA,1,1,216,0,0,yes,2595
334800,RL,54,7681,1343,IR1,FR2,Enstol,Norm,1Fam,1.5Fin,no,5,6,1921,1950,1,1,TA,1,1,186,0,0,yes,2074
203900,RH,54,6629,1369,Reg,Inside,Tistin,Artery,1Fam,2Story,no,6,6,1925,1950,2,1,TA,0,1,300,0,0,yes,2041
709400,RL,54,159000,2144,IR2,CulDSac,Todon,Norm,1Fam,1.5Fin,no,6,7,1958,2006,2,1,Gd,2,2,389,98,500,yes,3588
488500,RL,54,36500,1582,IR1,Inside,Todon,Norm,1Fam,1Story,no,5,5,1964,1964,2,1,TA,0,2,390,198,0,yes,3206
237700,RL,54,7244,768,Reg,Inside,Kence,Norm,1Fam,SFoyer,no,5,7,1970,1970,1,1,TA,0,2,624,0,0,yes,1536
445200,RL,54,7472,1479,IR1,CulDSac,Kence,Norm,1Fam,2Story,no,7,9,1972,2004,1,1,Gd,0,2,484,32,0,no,2204
435600,RL,54,12546,1440,IR1,Corner,Hephis,Norm,1Fam,1Story,yes,6,7,1981,1981,2,1,Gd,1,2,467,0,0,yes,2880
373300,RL,54,5271,1453,IR1,Inside,Todon,Norm,1Fam,1Story,no,7,5,1986,1986,1,1,Gd,1,2,445,80,0,yes,2906
388100,RL,54,13811,1137,IR1,Inside,Todon,Norm,1Fam,1Story,no,6,6,1987,1987,2,1,Gd,1,2,551,0,0,yes,2249
409100,RL,54,24682,1675,IR3,CulDSac,Hephis,RRAn,1Fam,2Story,no,6,5,1999,1999,2,1,TA,1,2,502,103,0,yes,2516
295800,RM,55,8800,1140,Reg,Corner,Tistin,Norm,1Fam,1.5Fin,no,4,7,1910,2004,1,1,TA,0,0,0,160,0,yes,1716
236200,RH,55,8525,1964,Reg,Inside,Tistin,Norm,1Fam,2Story,no,5,6,1911,1950,1,1,TA,0,0,0,192,0,yes,2904
286200,RL,55,5687,1716,Reg,Inside,Tistin,Norm,2fmCon,2Story,yes,5,6,1912,2000,2,1,Fa,0,0,0,184,0,no,2496
256100,RL,55,10267,838,Reg,Inside,Lafield,RRAn,1Fam,1Story,yes,6,7,1918,2000,1,1,Fa,0,1,275,0,0,no,1654
361200,RL,55,7642,1426,Reg,Corner,Enstol,Norm,1Fam,1.5Fin,no,7,8,1918,1998,1,1,Gd,1,1,216,240,0,no,2338
377600,RL,55,10592,1502,Reg,Inside,Enstol,Norm,1Fam,2Story,no,6,7,1923,1996,1,1,Gd,2,1,180,0,0,yes,2104
488400,RL,55,7264,1548,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,7,7,1925,2007,2,1,Ex,0,2,672,0,0,yes,2500
258000,RL,55,10594,789,Reg,Inside,Enstol,Norm,1Fam,1.5Unf,no,5,5,1926,1950,1,1,TA,0,1,200,0,0,yes,1557
182200,RM,55,4388,840,IR1,Inside,Tistin,Feedr,1Fam,1.5Unf,no,5,7,1930,1950,1,1,TA,1,0,0,0,0,yes,1512
214300,RH,55,4500,1520,IR2,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,5,1932,2000,1,1,TA,0,1,281,0,0,no,2313
195100,RL,55,5350,1306,IR1,Inside,Lafield,Norm,1Fam,1Story,no,3,2,1940,1966,1,1,Fa,0,0,0,0,450,yes,2034
280700,RL,55,5500,882,Reg,Inside,Tistin,Norm,1Fam,1.5Unf,yes,4,6,1956,1956,1,1,TA,0,0,0,0,0,yes,1764
259000,RL,55,8250,1211,Reg,Inside,Tistin,Feedr,1Fam,1Story,no,5,5,1968,1968,1,1,TA,1,1,322,63,0,yes,2163
357200,RL,55,12155,1657,IR3,Inside,Kence,PosN,1Fam,1Story,no,6,3,1970,1970,2,1,TA,1,2,484,0,0,yes,3314
232900,RL,55,12735,864,IR1,FR2,Kence,Norm,1Fam,1Story,no,4,5,1972,1972,1,1,TA,0,2,576,0,0,yes,1728
309000,RL,55,12640,1728,IR1,Inside,Kence,Norm,Duplex,1Story,no,6,5,1976,1976,2,2,TA,0,2,574,0,0,no,3456
357200,RL,55,10780,954,IR1,Inside,Enstol,Norm,1Fam,SLvl,no,5,5,1976,1976,1,1,TA,0,2,576,0,0,yes,1865
186000,RL,55,7892,918,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1979,1979,2,1,TA,1,1,264,0,0,no,1836
234100,RL,55,7892,1199,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1993,1993,2,1,Gd,0,2,530,63,0,no,2398
360300,RL,55,8795,2256,IR1,Inside,Hephis,Norm,1Fam,2Story,no,7,5,2000,2000,2,1,Gd,1,2,554,54,0,no,3208
243000,RL,56,4060,864,Reg,Corner,Tistin,Feedr,1Fam,1Story,yes,5,8,1922,1950,1,1,TA,0,0,0,96,0,yes,1728
225200,RM,56,8960,1028,Reg,Inside,Tistin,Artery,1Fam,1Story,no,5,6,1927,1950,1,1,TA,1,2,360,0,0,yes,2036
265900,RL,56,4130,729,IR1,Inside,Lafield,Norm,1Fam,1Story,no,3,6,1935,2003,1,1,TA,0,0,0,0,0,yes,999
510000,RL,56,12925,2117,IR1,Corner,Kence,Norm,1Fam,1Story,yes,6,7,1970,1970,2,1,TA,2,2,550,42,0,yes,3322
300100,RL,56,11616,1386,IR1,CulDSac,Tistin,Norm,1Fam,2Story,no,6,5,1978,1978,2,1,TA,1,2,440,0,0,yes,2058
425000,RL,56,12800,1644,Reg,Inside,Kence,Norm,1Fam,SLvl,no,7,5,1989,1989,2,1,Gd,1,2,569,0,0,no,3162
452600,FV,56,7050,1929,Reg,Inside,Todon,Norm,1Fam,2Story,no,7,5,2001,2001,2,1,Gd,1,2,650,235,0,yes,2986
906500,RL,56,20431,2728,IR2,Inside,Buver,Norm,1Fam,2Story,no,9,5,2005,2006,2,1,Ex,2,3,706,0,0,yes,4576
187600,RM,57,9906,1328,Reg,Inside,Tistin,Norm,1Fam,2Story,no,4,4,1925,1950,1,1,TA,0,1,210,172,0,yes,2014
417800,RL,57,7558,1913,Reg,Inside,Enstol,Norm,1Fam,1.5Fin,no,6,6,1928,1950,1,1,TA,1,2,342,0,0,yes,2809
243000,RM,57,7449,1108,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,no,7,7,1930,1950,1,1,Gd,1,1,280,0,0,yes,1745
190700,RL,57,8280,932,IR1,Inside,Kence,Norm,1Fam,1Story,no,6,5,1950,1950,1,1,Gd,1,1,306,0,0,yes,1864
209000,RL,57,6420,1148,IR1,Inside,Tistin,Norm,1Fam,1Story,no,5,7,1952,1952,1,1,TA,0,1,308,0,0,yes,2128
199000,RL,57,7677,773,Reg,Inside,Kence,Norm,1Fam,1Story,no,5,5,1953,1953,1,1,TA,0,1,240,0,0,yes,1546
232100,RL,57,11425,1008,IR1,Corner,Kence,Norm,1Fam,1Story,no,5,6,1954,1954,1,1,TA,1,1,275,0,0,yes,2016
609600,RL,57,14778,1640,IR1,CulDSac,Enstol,PosN,1Fam,1Story,no,6,7,1954,2006,1,1,Gd,1,2,924,0,0,yes,2936
304500,RL,57,13680,1733,IR1,CulDSac,Tistin,Norm,1Fam,1Story,no,3,5,1955,1955,2,1,TA,1,2,452,0,0,no,1733
328800,RL,57,14175,1437,Reg,Corner,Tistin,Norm,1Fam,1Story,no,5,6,1956,1987,1,1,TA,1,2,576,0,0,yes,2625
392200,RL,57,9764,894,IR1,FR2,Tistin,Feedr,1Fam,1Story,no,5,7,1967,2003,1,1,Gd,0,2,450,0,0,yes,1788
358000,RL,57,9245,990,IR2,Inside,Enstol,Norm,1Fam,1Story,no,5,5,1994,1995,1,1,TA,0,2,672,0,0,yes,1980
360900,RL,57,21872,1446,IR2,FR2,Hephis,Norm,1Fam,2Story,no,7,5,1996,1997,2,1,TA,1,2,406,22,0,yes,2175
354100,RL,57,8846,914,IR1,CulDSac,Enstol,Norm,1Fam,SFoyer,no,5,5,1996,1996,1,1,TA,0,2,576,0,0,no,1784
311800,RL,57,8773,1600,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,5,1997,1997,2,1,TA,1,2,460,38,0,yes,2516
441400,RL,57,8924,1724,IR1,CulDSac,Enstol,Norm,1Fam,2Story,no,7,5,1998,1999,2,1,Gd,0,2,527,155,0,yes,2604
571600,RL,57,13265,1689,IR1,CulDSac,Kence,Norm,1Fam,1Story,yes,8,5,2002,2002,2,1,Gd,2,3,857,59,0,yes,3257
215700,RL,58,8410,1184,Reg,FR2,Tistin,Feedr,1Fam,1.5Fin,no,5,3,1910,1996,1,1,TA,0,0,0,151,0,yes,1842
167200,RL,58,9098,605,IR1,Inside,Tistin,Norm,1Fam,1Story,no,4,7,1920,2002,1,1,TA,0,0,0,0,0,yes,1133
197400,RM,58,6380,1048,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,no,5,6,1922,1950,1,1,TA,1,1,280,0,0,yes,2041
286100,RL,58,11341,1392,IR1,Inside,Tistin,Norm,1Fam,1Story,no,5,6,1957,1996,1,1,TA,1,2,528,0,0,yes,2784
240500,RL,58,13526,935,IR1,CulDSac,Tistin,Norm,1Fam,1Story,no,5,6,1965,1965,1,1,TA,0,1,288,0,0,no,1870
377100,RL,58,10246,960,IR1,CulDSac,Tistin,Norm,1Fam,SLvl,yes,4,9,1965,2001,0,1,TA,0,1,364,0,0,yes,1608
589000,RL,58,16770,1839,IR2,CulDSac,Buver,Norm,1Fam,2Story,yes,7,5,1998,1998,2,1,TA,0,2,486,81,0,yes,3034
467300,RL,58,9531,1796,IR1,CulDSac,Enstol,Norm,1Fam,2Story,no,6,5,1998,1998,2,1,TA,0,2,546,36,0,no,2590
313300,RL,58,10852,1671,IR1,Inside,Hephis,RRAn,1Fam,2Story,no,6,5,2000,2000,2,1,TA,1,2,472,38,0,yes,2630
315500,RL,58,7750,1419,Reg,Inside,Hephis,Norm,1Fam,SLvl,no,8,5,2002,2002,2,1,Gd,1,2,527,0,0,yes,1827
504500,RL,58,17104,1496,IR1,Inside,Hephis,Norm,1Fam,2Story,no,7,5,2006,2006,2,1,Gd,1,2,426,24,0,yes,2150
623300,RL,58,14054,1863,IR1,Inside,Hephis,Norm,1Fam,2Story,yes,7,5,2006,2006,2,1,Gd,1,3,660,17,0,yes,2742
353600,RM,59,5310,1635,Reg,Corner,Tistin,Feedr,1Fam,1.5Fin,no,6,8,1910,2003,1,1,Gd,0,1,255,0,0,no,2120
237000,RM,59,8263,1012,Reg,Inside,Lafield,Norm,1Fam,1Story,no,6,5,1920,1950,1,1,TA,1,1,308,22,0,yes,2024
281600,RM,59,10690,1344,Reg,Inside,Lafield,Norm,1Fam,2Story,no,5,7,1920,1997,1,1,TA,0,1,468,128,0,no,2016
225900,RM,59,5700,1111,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,7,7,1926,1950,1,1,TA,1,1,288,0,0,yes,1683
243400,RL,59,7227,832,Reg,Corner,Kence,Artery,1Fam,1.5Unf,no,6,6,1954,1954,1,1,Gd,0,2,528,0,0,yes,1664
258000,RL,59,16466,1393,IR1,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,7,1955,1955,1,1,TA,0,1,300,0,0,no,2209
238600,RL,59,12342,1422,IR1,Inside,Kence,Norm,1Fam,1Story,no,5,5,1960,1978,1,1,TA,1,1,286,0,600,yes,2400
386300,RL,59,11029,2654,IR1,Corner,Hephis,PosA,1Fam,2Story,no,6,7,1968,1984,2,1,Gd,1,2,619,65,0,yes,3708
383400,RL,59,12046,2030,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,6,1976,1976,2,1,Gd,1,2,551,224,0,yes,2878
499300,RL,59,11228,2097,IR2,CulDSac,Kence,Norm,1Fam,2Story,yes,7,5,1993,1993,2,1,Gd,1,3,678,187,0,yes,3177
316000,RL,59,7837,1571,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,7,1993,1994,2,1,TA,1,2,380,40,0,yes,2370
485600,RL,59,10593,1720,IR1,Inside,Buver,Norm,1Fam,1Story,no,7,5,1996,1996,2,1,Gd,1,2,527,56,0,yes,3440
306000,RL,59,9042,1638,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,5,1998,1998,2,1,TA,2,2,472,38,0,no,2581
406400,RM,59,3072,1414,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2004,2004,2,1,Gd,1,2,398,20,0,no,2789
604000,RL,59,11796,1959,IR1,Inside,Hephis,Norm,1Fam,2Story,yes,7,5,2004,2005,2,1,Gd,1,2,434,48,0,yes,2806
526400,RM,59,8198,1358,Reg,FR3,Buver,Norm,TwnhsE,1Story,no,7,5,2004,2004,2,1,Gd,1,2,484,30,0,no,2716
508100,FV,59,4282,1391,IR2,Inside,Todon,Norm,TwnhsE,1Story,no,7,5,2004,2004,2,1,Gd,0,2,530,158,0,no,2782
